,Word/Token,Count,Sentiment Score,Subjectivity
883,leaned,15,0.0,0.0
884,slightly,9,-0.16666666666666666,0.16666666666666666
885,conscientious,2,0.0,0.0
886,expression—then,1,0.0,0.0
887,laughed,15,0.7,0.2
888,absurd,3,-0.5,1.0
889,charming,4,0.7,1.0
890,laugh,9,0.3,0.1
891,p-paralysed,1,0.0,0.0
892,happiness.,1,0.7,0.2
893,witty,1,0.5,1.0
894,held,14,0.0,0.0
895,moment,70,0.0,0.0
896,looking,34,0.0,0.0
897,That,54,0.0,0.0
898,hinted,1,0.0,0.0
899,murmur,9,0.0,0.0
900,surname,1,0.0,0.0
901,Baker,39,0.0,0.0
902,(,7,0.0,0.0
903,heard,43,0.0,0.0
904,make,26,0.0,0.0
905,lean,1,0.0,0.0
906,irrelevant,1,-0.5,1.0
907,criticism,1,0.0,0.0
908,),7,0.0,0.0
909,At,31,0.0,0.0
910,rate,2,0.0,0.0
911,Miss,34,0.0,0.0
912,lips,11,0.0,0.0
913,fluttered,1,0.0,0.0
914,nodded,16,0.0,0.0
915,imperceptibly,1,-0.2,0.2
916,quickly,15,0.3333333333333333,0.5
917,tipped,4,0.0,0.0
918,head,40,0.0,0.0
919,again—the,1,0.0,0.0
920,obviously,6,0.0,0.5
921,tottered,1,0.0,0.0
922,given,7,0.0,0.0
923,fright,1,0.0,0.0
924,Again,2,0.0,0.0
925,arose,1,0.0,0.0
926,Almost,5,0.0,0.0
927,exhibition,1,0.0,0.0
928,complete,9,0.1,0.4
929,self-sufficiency,1,0.0,0.0
930,draws,1,0.0,0.0
931,stunned,1,0.0,0.0
932,tribute,3,0.0,0.0
933,began,50,0.0,0.0
934,ask,14,0.0,0.0
935,questions,4,0.0,0.0
936,low,10,0.0,0.3
937,thrilling,5,0.25,1.0
938,kind,10,0.6,0.9
939,ear,9,0.0,0.0
940,follows,1,0.0,0.0
941,speech,2,0.0,0.0
942,arrangement,2,0.0,0.0
943,notes,2,0.0,0.0
944,sad,7,-0.5,1.0
945,lovely,9,0.5,0.75
946,passionate,1,-0.05,0.8500000000000001
947,excitement,7,0.0,0.0
948,cared,3,0.0,0.0
949,difficult,1,-0.5,1.0
950,singing,6,0.0,0.0
951,compulsion,1,0.0,0.0
952,whispered,13,0.0,0.0
953,Listen,6,0.0,0.0
954,promise,6,0.0,0.0
955,done,7,0.0,0.0
956,gay,8,0.4166666666666667,0.5833333333333334
957,exciting,3,0.3,0.8
958,hovering,2,0.0,0.0
959,next,29,0.0,0.0
960,hour,33,0.0,0.0
961,love,22,0.5,0.6
962,Do,21,0.0,0.0
963,miss,4,0.0,0.0
964,cried,31,0.0,0.0
965,ecstatically,1,0.0,0.0
966,whole,17,0.2,0.4
967,desolate,4,0.0,0.0
968,cars,13,0.0,0.0
969,wheel,8,0.0,0.0
970,painted,1,0.0,0.0
971,black,11,-0.16666666666666666,0.43333333333333335
972,mourning,1,0.0,0.0
973,wreath,3,0.0,0.0
974,persistent,5,0.0,0.0
975,wail,2,0.0,0.0
976,night,65,0.0,0.0
977,north,1,0.0,0.0
978,shore.,1,0.0,0.0
979,!,123,0.0,0.0
980,Let,9,0.0,0.0
981,Tomorrow,1,0.0,0.0
982,irrelevantly,1,-0.5,1.0
983,You,108,0.0,0.0
984,ought,18,0.0,0.0
985,baby.,1,0.0,0.0
986,to.,5,0.0,0.0
987,asleep,10,0.0,0.0
988,seen,31,0.0,0.0
989,Never.,1,0.0,0.0
990,Well,41,0.0,0.0
991,s—,2,0.0,0.0
992,rested,6,0.0,0.0
993,What,59,0.0,0.0
994,Nick,24,0.0,0.0
995,Who,16,0.0,0.0
996,Never,3,0.0,0.0
997,remarked,12,0.0,0.0
998,decisively,4,0.0,0.0
999,annoyed,3,-0.4,0.8
1000,answered,17,0.0,0.0
1001,shortly,4,0.0,0.3
1002,stay,5,0.0,0.0
1003,East.,1,0.0,0.0
1004,Oh,35,0.0,0.0
1005,worry,2,0.0,0.0
1006,glancing,3,0.0,0.0
1007,alert,3,0.0,0.0
1008,God,20,0.0,0.0
1009,damned,5,0.0,0.0
1010,fool,6,0.0,0.0
1011,live,16,0.13636363636363635,0.5
1012,anywhere,2,0.0,0.0
1013,else.,2,0.0,0.0
1014,Absolutely,3,0.2,0.9
1015,suddenness,1,0.0,0.0
1016,started—it,1,0.0,0.0
1017,first,51,0.25,0.3333333333333333
1018,word,21,0.0,0.0
1019,uttered,2,0.0,0.0
1020,Evidently,5,0.25,0.25
1021,yawned,4,0.0,0.0
1022,rapid,1,0.0,0.0
1023,deft,2,0.6,0.9
1024,movements,5,0.0,0.0
1025,stiff,6,-0.21428571428571427,0.5
1026,complained,3,-0.3,0.2
1027,lying,5,0.0,0.0
1028,sofa,2,0.0,0.0
1029,long,49,-0.05,0.4
1030,remember.,1,0.0,0.0
1031,Don,22,0.0,0.0
1032,retorted,1,0.0,0.0
1033,trying,18,0.0,0.0
1034,York,28,0.0,0.0
1035,afternoon.,8,0.0,0.0
1036,No,28,0.0,0.0
1037,thanks,4,0.2,0.2
1038,four,24,0.0,0.0
1039,cocktails,5,0.0,0.0
1040,pantry,3,0.0,0.0
1041,absolutely,5,0.2,0.9
1042,training.,1,0.0,0.0
1043,host,6,0.0,0.0
1044,incredulously,5,0.0,0.0
1045,drink,11,0.0,0.0
1046,drop,4,0.0,0.0
1047,bottom,1,0.0,0.0
1048,glass,9,0.0,0.0
1049,anything,24,0.0,0.0
1050,beyond,11,0.0,0.0
1051,me.,8,0.0,0.0
1052,wondering,3,0.0,0.0
1053,done.,1,0.0,0.0
1054,small-breasted,1,0.0,0.0
1055,erect,1,0.0,0.0
1056,carriage,1,0.0,0.0
1057,accentuated,1,0.0,0.0
1058,throwing,3,0.0,0.0
1059,backward,6,0.0,0.0
1060,shoulders,5,0.0,0.0
1061,cadet,1,0.0,0.0
1062,grey,15,-0.05,0.1
1063,sun-strained,2,0.0,0.0
1064,polite,6,0.0,0.0
1065,reciprocal,1,0.0,0.0
1066,curiosity,4,0.0,0.0
1067,wan,4,-0.2,0.15000000000000002
1068,discontented,1,0.0,0.0
1069,occurred,9,0.0,0.0
1070,somewhere,12,0.0,0.0
1071,contemptuously,2,0.0,0.0
1072,somebody,15,0.0,0.0
1073,there.,10,0.0,0.0
1074,single—,1,0.0,0.0
1075,Gatsby.,5,0.0,0.0
1076,demanded,24,0.0,0.0
1077,Before,4,0.0,0.0
1078,reply,2,0.0,0.0
1079,announced,4,0.0,0.0
1080,wedging,1,0.0,0.0
1081,tense,3,-0.3333333333333333,0.5
1082,imperatively,1,0.0,0.0
1083,mine,10,0.0,0.0
1084,compelled,3,0.0,0.0
1085,moving,8,0.0,0.0
1086,checker,1,0.0,0.0
1087,another,35,0.0,0.0
1088,square,4,0.0,0.0
1089,Slenderly,1,0.0,0.0
1090,languidly,1,0.0,0.0
1091,hands,37,0.0,0.0
1092,set,16,0.0,0.0
1093,lightly,3,0.4,0.7
1094,hips,3,0.0,0.0
1095,preceded,1,0.0,0.0
1096,us,62,0.0,0.0
1097,sunset,1,0.0,0.0
1098,candles,3,0.0,0.0
1099,flickered,1,0.0,0.0
1100,table,30,0.0,0.0
1101,diminished,2,0.0,0.0
1102,objected,6,0.0,0.0
1103,frowning,3,0.0,0.0
1104,snapped,5,0.0,0.0
1105,fingers,10,0.0,0.0
1106,weeks,9,0.0,0.0
1107,longest,3,0.0,0.0
1108,year.,2,0.0,0.0
1109,radiantly,1,0.0,0.0
1110,watch,9,0.0,0.0
1111,it.,18,0.0,0.0
1112,plan,4,0.0,0.0
1113,sitting,15,0.0,0.0
1114,getting,15,0.0,0.0
1115,answer,9,0.0,0.0
1116,fastened,1,0.0,0.0
1117,awed,3,0.0,0.0
1118,expression,15,0.0,0.0
1119,finger,1,0.0,0.0
1120,Look,16,0.0,0.0
1121,hurt,2,0.0,0.0
1122,looked—the,1,0.0,0.0
1123,knuckle,1,0.0,0.0
1124,blue,21,0.0,0.1
1125,accusingly,2,0.0,0.0
1126,mean,17,-0.3125,0.6875
1127,marrying,2,0.0,0.0
1128,brute,1,0.0,0.0
1129,big,18,0.0,0.1
1130,hulking,3,0.0,0.0
1131,specimen,1,0.0,0.0
1132,a—,1,0.0,0.0
1133,hate,4,-0.8,0.9
1134,‘,25,0.0,0.0
1135,crossly,2,0.0,0.0
1136,kidding.,1,0.0,0.0
1137,Hulking,1,0.0,0.0
1138,insisted,16,0.0,0.0
1139,Sometimes,6,0.0,0.0
1140,unobtrusively,1,0.0,0.0
1141,bantering,1,0.0,0.0
1142,inconsequence,1,0.0,0.0
1143,chatter,4,0.0,0.0
1144,cool,13,0.35,0.65
1145,impersonal,2,0.0,0.0
1146,absence,3,-0.0125,0.0
1147,desire,2,0.0,0.0
1148,accepted,7,0.0,0.0
1149,pleasant,6,0.7333333333333333,0.9666666666666667
1150,effort,13,0.0,0.0
1151,entertain,1,0.0,0.0
1152,entertained,1,0.0,0.0
1153,presently,3,0.0,0.0
1154,put,20,0.0,0.0
1155,sharply,7,-0.125,0.75
1156,different,3,0.0,0.6
1157,hurried,12,0.0,0.0
1158,phase,3,0.0,0.0
1159,close,15,0.0,0.0
1160,continually,5,0.0,0.0
1161,disappointed,2,-0.75,0.75
1162,anticipation,1,0.0,0.0
1163,else,5,0.0,0.0
1164,sheer,3,0.0,0.75
1165,nervous,6,0.0,0.0
1166,dread,1,0.0,0.0
1167,uncivilized,1,0.0,0.0
1168,confessed,1,0.0,0.0
1169,corky,1,0.0,0.0
1170,impressive,2,1.0,1.0
1171,claret,1,0.0,0.0
1172,Can,5,0.0,0.0
1173,talk,12,0.0,0.0
1174,crops,1,0.0,0.0
1175,remark,7,0.0,0.0
1176,taken,9,0.0,0.0
1177,unexpected,3,0.1,1.0
1178,Civilization,1,0.0,0.0
1179,pieces,5,0.0,0.0
1180,broke,23,0.0,0.0
1181,violently,5,-0.8,1.0
1182,gotten,2,0.0,0.0
1183,terrible,8,-1.0,1.0
1184,pessimist,1,0.0,0.0
1185,Have,7,0.0,0.0
1186,Rise,2,0.0,0.0
1187,Coloured,1,0.0,0.0
1188,Empires,1,0.0,0.0
1189,Goddard,1,0.0,0.0
1190,tone,5,0.0,0.0
1191,everybody,5,0.0,0.0
1192,race,4,0.0,0.0
1193,be—will,1,0.0,0.0
1194,utterly,4,0.0,1.0
1195,submerged,2,0.0,0.0
1196,scientific,2,0.0,0.0
1197,stuff,3,0.0,0.0
1198,proved.,1,0.0,0.0
1199,profound,4,0.08333333333333333,1.0
1200,unthoughtful,1,0.0,0.0
1201,sadness,2,0.0,0.0
1202,reads,1,0.0,0.0
1203,words,15,0.0,0.0
1204,we—,1,0.0,0.0
1205,impatiently,7,-0.2,0.9
1206,fellow,7,0.0,0.0
1207,worked,4,0.0,0.0
1208,dominant,1,0.0,0.0
1209,races,1,0.0,0.0
1210,control,4,0.0,0.0
1211,things.,1,0.0,0.0
1212,beat,8,0.0,0.0
1213,winking,1,0.0,0.0
1214,ferociously,1,0.0,0.0
1215,fervent,1,0.0,0.0
1216,sun,11,0.0,0.0
1217,California—,1,0.0,0.0
1218,interrupted,7,0.0,0.0
1219,heavily,2,-0.2,0.5
1220,chair,17,0.0,0.0
1221,Nordics,1,0.0,0.0
1222,and—,1,0.0,0.0
1223,After,24,0.0,0.0
1224,infinitesimal,1,0.0,0.0
1225,hesitation,3,0.0,0.0
1226,included,6,0.0,0.0
1227,slight,1,-0.16666666666666666,0.16666666666666666
1228,nod,3,0.0,0.0
1229,winked,2,0.0,0.0
1230,—And,1,0.0,0.0
1231,produced,2,0.0,0.0
1232,civilization—oh,1,0.0,0.0
1233,science,1,0.0,0.0
1234,art,1,0.0,0.0
1235,pathetic,1,-1.0,1.0
1236,concentration,2,0.0,0.0
1237,complacency,1,0.0,0.0
1238,immediately,15,0.0,0.0
1239,rang,10,0.0,0.0
1240,inside,16,0.0,0.0
1241,butler,20,0.0,0.0
1242,seized,2,0.0,0.0
1243,momentary,2,0.0,0.0
1244,interruption,1,0.0,0.0
1245,tell,30,0.0,0.0
1246,enthusiastically,3,0.0,0.0
1247,nose,10,0.0,0.0
1248,want,56,0.0,0.0
1249,hear,22,0.0,0.0
1250,tonight.,2,0.0,0.0
1251,used,17,0.0,0.0
1252,silver,11,0.0,0.0
1253,polisher,1,0.0,0.0
1254,service,3,0.0,0.0
1255,hundred,14,0.0,0.0
1256,polish,1,0.0,0.0
1257,till,6,0.0,0.0
1258,affect,2,0.0,0.0
1259,nose—,1,0.0,0.0
1260,Things,2,0.0,0.0
1261,bad,11,-0.6999999999999998,0.6666666666666666
1262,worse,3,-0.4,0.6
1263,Yes,13,0.0,0.0
1264,give,18,0.0,0.0
1265,position.,1,0.0,0.0
1266,For,17,0.0,0.0
1267,fell,17,0.0,0.0
1268,affection,2,0.0,0.0
1269,breathlessly,3,0.0,0.0
1270,listened—then,1,0.0,0.0
1271,glow,3,0.0,0.0
1272,faded,7,0.0,0.0
1273,light,40,0.4,0.7
1274,deserting,1,0.0,0.0
1275,lingering,1,0.0,0.0
1276,regret,1,0.0,0.0
1277,children,6,0.0,0.0
1278,leaving,13,0.0,0.0
1279,street,6,0.0,0.0
1280,dusk,4,0.0,0.0
1281,murmured,5,0.0,0.0
1282,whereupon,7,0.0,0.0
1283,frowned,3,0.0,0.0
1284,pushed,8,0.0,0.0
1285,without,27,0.0,0.0
1286,As,28,0.0,0.0
1287,quickened,1,0.0,0.0
1288,within,6,0.0,0.0
1289,remind,1,0.0,0.0
1290,a—of,1,0.0,0.0
1291,rose,20,0.6,0.95
1292,absolute,4,0.2,0.9
1293,Doesn,4,0.0,0.0
1294,confirmation,2,0.0,0.0
1295,An,5,0.0,0.0
1296,untrue,3,0.0,0.0
1297,faintly,10,-0.5,1.0
1298,extemporizing,1,0.0,0.0
1299,stirring,1,0.0,0.0
1300,warmth,2,0.0,0.0
1301,flowed,1,0.0,0.0
1302,concealed,4,0.0,0.0
1303,breathless,3,0.0,0.0
1304,suddenly,32,0.0,0.5
1305,threw,7,0.0,0.0
1306,napkin,1,0.0,0.0
1307,excused,2,0.0,0.0
1308,exchanged,2,0.0,0.0
1309,glance,7,0.0,0.0
1310,consciously,1,0.1,0.5
1311,devoid,1,-0.1,0.2
1312,meaning,3,0.0,0.0
1313,speak,14,0.0,0.0
1314,sat,32,0.0,0.0
1315,alertly,2,0.0,0.0
1316,Sh,2,0.0,0.0
1317,warning,1,0.0,0.0
1318,subdued,1,0.0,0.0
1319,impassioned,4,0.0,0.0
1320,audible,2,0.0,0.0
1321,unashamed,1,-0.5,0.9
1322,trembled,1,0.0,0.0
1323,verge,3,0.0,0.0
1324,coherence,1,0.0,0.0
1325,sank,4,0.0,0.0
1326,mounted,5,0.0,0.0
1327,excitedly,5,0.375,0.75
1328,ceased,2,0.0,0.0
1329,altogether,1,0.0,0.0
1330,spoke,10,0.0,0.0
1331,neighbour—,1,0.0,0.0
1332,happens.,1,0.0,0.0
1333,Is,11,0.0,0.0
1334,happening,1,0.0,0.0
1335,inquired,26,0.0,0.0
1336,innocently,5,0.5,0.7
1337,honestly,1,0.6,0.9
1338,knew.,1,0.0,0.0
1339,t.,3,0.0,0.0
1340,Why—,1,0.0,0.0
1341,hesitantly,1,0.0,0.0
1342,York.,2,0.0,0.0
1343,Got,1,0.0,0.0
1344,repeated,11,0.0,0.0
1345,blankly,4,0.0,0.0
1346,might,26,0.0,0.0
1347,decency,2,0.0,0.0
1348,time,75,0.0,0.0
1349,grasped,1,0.0,0.0
1350,flutter,2,0.0,0.0
1351,dress,15,0.0,0.0
1352,crunch,1,0.0,0.0
1353,leather,5,0.0,0.0
1354,helped,6,0.0,0.0
1355,gaiety,4,0.0,0.0
1356,glanced,15,0.0,0.0
1357,searchingly,1,0.0,0.0
1358,continued,13,0.0,0.0
1359,outdoors,3,0.0,0.0
1360,bird,2,0.0,0.0
1361,nightingale,1,0.0,0.0
1362,Cunard,1,0.0,0.0
1363,White,1,0.0,0.0
1364,Star,2,0.0,0.0
1365,Line,1,0.0,0.0
1366,away—,1,0.0,0.0
1367,sang,2,0.0,0.0
1368,Very,6,0.2,0.3
1369,miserably,2,-1.0,1.0
1370,stables.,1,0.0,0.0
1371,startlingly,2,-0.5,0.5
1372,shook,17,0.0,0.0
1373,subject,7,-0.16666666666666666,0.3333333333333333
1374,stables,2,0.0,0.0
1375,fact,18,0.0,0.0
1376,subjects,1,0.0,0.0
1377,vanished,6,0.0,0.0
1378,Among,1,0.0,0.0
1379,fragments,1,0.0,0.0
1380,five,30,0.0,0.0
1381,lit,4,0.0,0.0
1382,pointlessly,2,-0.25,0.5
1383,conscious,1,0.1,0.5
1384,wanting,1,0.0,0.0
1385,squarely,1,0.0,0.0
1386,everyone,9,0.0,0.0
1387,yet,8,0.0,0.0
1388,avoid,2,0.0,0.0
1389,guess,3,0.0,0.0
1390,thinking,7,0.0,0.0
1391,doubt,5,0.0,0.0
1392,mastered,1,0.0,0.0
1393,hardy,1,0.0,0.0
1394,scepticism,3,0.0,0.0
1395,able,6,0.5,0.625
1396,fifth,1,0.0,0.0
1397,guest,3,0.0,0.0
1398,shrill,3,-0.4,0.6
1399,metallic,2,0.0,0.0
1400,urgency,1,0.0,0.0
1401,situation,3,0.0,0.0
1402,intriguing—my,1,0.0,0.0
1403,instinct,3,0.0,0.0
1404,police,7,0.0,0.0
1405,horses,2,0.0,0.0
1406,needless,1,-0.5,1.0
1407,mentioned,4,0.0,0.0
1408,several,14,0.0,0.0
1409,feet,23,0.0,0.0
1410,twilight,9,0.0,0.0
1411,strolled,4,0.0,0.0
1412,library,8,0.0,0.0
1413,vigil,3,0.0,0.0
1414,beside,21,0.0,0.0
1415,perfectly,3,1.0,1.0
1416,tangible,3,0.0,0.0
1417,pleasantly,2,0.7333333333333333,0.9666666666666667
1418,interested,4,0.25,0.5
1419,deaf,1,0.0,0.0
1420,followed,15,0.0,0.0
1421,chain,3,0.0,0.0
1422,connecting,1,0.0,0.0
1423,verandas,2,0.0,0.0
1424,gloom,2,-0.13333333333333333,0.13333333333333333
1425,wicker,2,0.0,0.0
1426,settee,2,0.0,0.0
1427,feeling,9,0.0,0.0
1428,gradually,5,0.0,0.0
1429,velvet,1,0.0,0.0
1430,turbulent,2,0.0,0.0
1431,emotions,3,0.0,0.0
1432,possessed,3,0.0,0.0
1433,sedative,1,0.0,0.0
1434,well,12,0.0,0.0
1435,Even,6,0.0,0.0
1436,cousins,2,0.0,0.0
1437,wedding.,1,0.0,0.0
1438,war.,4,0.0,0.0
1439,true.,3,0.35,0.65
1440,hesitated,9,0.0,0.0
1441,pretty,14,0.25,1.0
1442,cynical,2,-0.6,1.0
1443,everything.,3,0.0,0.0
1444,waited,16,0.0,0.0
1445,returned,6,0.0,0.0
1446,feebly,1,-0.5,1.0
1447,daughter,2,0.0,0.0
1448,suppose,12,0.0,0.0
1449,talks,1,0.0,0.0
1450,and—eats,1,0.0,0.0
1451,yes.,1,0.0,0.0
1452,absently,3,0.0,0.0
1453,let,29,0.0,0.0
1454,born,1,0.0,0.0
1455,Would,2,0.0,0.0
1456,much.,2,0.2,0.2
1457,show,7,0.0,0.0
1458,about—things,1,0.0,0.0
1459,knows,5,0.0,0.0
1460,woke,3,0.0,0.0
1461,ether,1,0.0,0.0
1462,abandoned,2,0.0,0.0
1463,nurse,5,0.0,0.0
1464,boy,12,0.0,0.0
1465,wept,1,0.0,0.0
1466,glad,11,0.5,1.0
1467,fool—that,1,0.0,0.0
1468,best,6,1.0,0.3
1469,beautiful,7,0.85,1.0
1470,fool.,1,0.0,0.0
1471,anyhow,9,0.0,0.0
1472,convinced,5,0.0,0.0
1473,thinks,3,0.0,0.0
1474,so—the,1,0.0,0.0
1475,advanced,1,0.4,0.6
1476,everywhere,2,0.0,0.0
1477,flashed,3,0.0,0.0
1478,Sophisticated—God,1,0.0,0.0
1479,sophisticated,1,0.5,1.0
1480,instant,4,0.0,0.6666666666666666
1481,ceasing,1,0.0,0.0
1482,compel,1,0.0,0.0
1483,belief,1,0.0,0.0
1484,basic,1,0.0,0.125
1485,insincerity,1,0.0,0.0
1486,uneasy,4,0.0,0.0
1487,trick,1,0.0,0.0
1488,exact,1,0.25,0.25
1489,contributory,1,0.0,0.0
1490,emotion,5,0.0,0.0
1491,sure,13,0.5,0.8888888888888888
1492,smirk,1,0.0,0.0
1493,asserted,3,0.0,0.0
1494,membership,1,0.0,0.0
1495,distinguished,2,0.0,0.0
1496,Inside,1,0.0,0.0
1497,crimson,2,0.0,0.0
1498,bloomed,3,0.0,0.0
1499,aloud,5,0.0,0.0
1500,Saturday,5,0.0,0.0
1501,Evening,1,0.0,0.0
1502,Post—the,1,0.0,0.0
1503,murmurous,2,0.0,0.0
1504,uninflected,1,0.0,0.0
1505,running,5,0.0,0.0
1506,soothing,2,0.0,0.0
1507,tune,1,0.0,0.0
1508,lamplight,1,0.0,0.0
1509,dull,3,-0.2916666666666667,0.5
1510,autumn-leaf,1,0.0,0.0
1511,yellow,22,0.0,0.0
1512,hair,21,0.0,0.0
1513,glinted,1,0.0,0.0
1514,paper,3,0.0,0.0
1515,page,1,0.0,0.0
1516,muscles,1,0.0,0.0
1517,arms,12,0.0,0.0
1518,silent,8,0.0,0.1
1519,lifted,5,0.0,0.0
1520,tossing,1,0.0,0.0
1521,magazine,3,0.0,0.0
1522,issue.,1,0.0,0.0
1523,movement,6,0.0,0.0
1524,knee,3,0.0,0.0
1525,Ten,1,0.0,0.0
1526,clock,28,0.0,0.0
1527,apparently,6,0.05,0.35
1528,finding,6,0.0,0.0
1529,Time,1,0.0,0.0
1530,good,19,0.7,0.6000000000000001
1531,bed.,3,0.0,0.0
1532,Jordan,71,0.0,0.0
1533,play,11,0.0,0.0
1534,tournament,3,0.0,0.0
1535,tomorrow,12,0.0,0.0
1536,explained,14,0.0,0.0
1537,Westchester.,1,0.0,0.0
1538,Oh—you,1,0.0,0.0
1539,Baker.,1,0.0,0.0
1540,familiar—its,1,0.0,0.0
1541,pleasing,1,0.0,0.0
1542,contemptuous,3,0.0,0.0
1543,rotogravure,1,0.0,0.0
1544,pictures,1,0.0,0.0
1545,sporting,1,0.0,0.0
1546,Asheville,1,0.0,0.0
1547,Hot,6,0.25,0.8500000000000001
1548,Springs,1,0.0,0.0
1549,Palm,1,0.0,0.0
1550,Beach,1,0.0,0.0
1551,critical,1,0.0,0.8
1552,unpleasant,2,-0.6499999999999999,0.95
1553,forgotten,9,0.0,0.0
1554,ago,13,0.0,0.0
1555,Good,11,0.7,0.6000000000000001
1556,softly,2,0.1,0.35
1557,Wake,1,0.0,0.0
1558,eight,4,0.0,0.0
1559,you.,18,0.0,0.0
1560,up.,2,0.0,0.0
1561,Carraway,8,0.0,0.0
1562,See,6,0.0,0.0
1563,anon.,1,0.0,0.0
1564,Of,13,0.0,0.0
1565,course,22,0.0,0.0
1566,confirmed,2,0.4,1.0
1567,arrange,3,0.0,0.0
1568,marriage,2,0.0,0.0
1569,Come,21,0.0,0.0
1570,often,7,0.0,0.0
1571,of—oh—fling,1,0.0,0.0
1572,know—lock,1,0.0,0.0
1573,accidentally,1,0.0,0.0
1574,linen,2,0.0,0.0
1575,closets,1,0.0,0.0
1576,push,2,0.0,0.0
1577,boat,4,0.0,0.0
1578,thing—,1,0.0,0.0
1579,called,27,0.0,0.0
1580,stairs,3,0.0,0.0
1581,word.,1,0.0,0.0
1582,oughtn,4,0.0,0.0
1583,way.,1,0.0,0.0
1584,coldly,2,-0.6,1.0
1585,family.,1,0.0,0.0
1586,aunt,2,0.0,0.0
1587,Besides,1,0.0,0.0
1588,spend,3,0.0,0.0
1589,lots,1,0.0,0.0
1590,weekends,2,0.0,0.0
1591,home,25,0.0,0.0
1592,influence,2,0.0,0.0
1593,her.,3,0.0,0.0
1594,silence,9,0.0,0.0
1595,From,6,0.0,0.0
1596,Louisville,7,0.0,0.0
1597,Our,3,0.0,0.0
1598,girlhood,1,0.0,0.0
1599,passed,18,0.0,0.0
1600,white—,1,0.0,0.0
1601,Did,16,0.0,0.0
1602,veranda,4,0.0,0.0
1603,seem,4,0.0,0.0
1604,Nordic,1,0.0,0.0
1605,crept,2,0.0,0.0
1606,know—,1,0.0,0.0
1607,advised,2,0.0,0.0
1608,motor,4,0.0,0.0
1609,peremptorily,1,0.0,0.0
1610,Wait,3,0.0,0.0
1611,forgot,4,0.0,0.0
1612,important,2,0.4,1.0
1613,engaged,6,0.0,0.0
1614,West.,3,0.0,0.0
1615,corroborated,1,0.0,0.0
1616,kindly,2,0.6,0.9
1617,engaged.,1,0.0,0.0
1618,libel,1,0.0,0.0
1619,poor.,1,-0.4,0.6
1620,But,69,0.0,0.0
1621,surprising,4,0.7,0.5
1622,opening,8,0.0,0.0
1623,flower-like,1,0.0,0.0
1624,referring,1,0.0,0.0
1625,vaguely,4,-0.5,0.5
1626,gossip,2,0.0,0.0
1627,published,1,0.0,0.0
1628,banns,1,0.0,0.0
1629,reasons,2,0.0,0.0
1630,stop,13,0.0,0.0
1631,friend,18,0.0,0.0
1632,account,1,0.0,0.0
1633,rumours,3,0.0,0.0
1634,rumoured,1,0.0,0.0
1635,touched,5,0.0,0.0
1636,remotely,2,-0.1,0.2
1637,rich—nevertheless,1,0.0,0.0
1638,confused,8,-0.4,0.7
1639,disgusted,1,-1.0,1.0
1640,rush,3,0.0,0.0
1641,child,9,0.0,0.0
1642,arms—but,1,0.0,0.0
1643,intentions,2,0.0,0.0
1644,depressed,1,0.0,0.0
1645,Something,6,0.0,0.0
1646,nibble,1,0.0,0.0
1647,stale,2,-0.5,0.5
1648,ideas,3,0.0,0.0
1649,egotism,1,0.0,0.0
1650,nourished,1,0.0,0.0
1651,peremptory,1,0.0,0.0
1652,Already,1,0.0,0.0
1653,roadhouse,2,0.0,0.0
1654,roofs,2,0.0,0.0
1655,wayside,1,0.0,0.0
1656,garages,1,0.0,0.0
1657,petrol-pumps,1,0.0,0.0
1658,pools,1,0.0,0.0
1659,estate,1,0.0,0.0
1660,car,61,0.0,0.0
1661,shed,1,0.0,0.0
1662,roller,1,0.0,0.0
1663,yard,4,0.0,0.0
1664,loud,5,0.1,0.8
1665,wings,3,0.0,0.0
1666,beating,5,0.0,0.0
1667,organ,1,0.0,0.0
1668,sound,18,0.4,0.4
1669,bellows,1,0.0,0.0
1670,earth,4,0.0,0.0
1671,frogs,1,0.0,0.0
1672,silhouette,2,0.0,0.0
1673,cat,1,0.0,0.0
1674,wavered,2,0.0,0.0
1675,across,25,0.0,0.0
1676,moonlight,5,0.0,0.0
1677,alone—fifty,1,0.0,0.0
1678,emerged,5,0.0,0.0
1679,pockets,5,0.0,0.0
1680,regarding,2,0.0,0.0
1681,pepper,1,0.0,0.0
1682,stars,5,0.0,0.0
1683,leisurely,1,0.0,0.0
1684,secure,2,0.4,0.6
1685,position,4,0.0,0.0
1686,determine,1,0.0,0.0
1687,share,3,0.0,0.0
1688,local,2,0.0,0.0
1689,heavens,1,0.0,0.0
1690,call,17,0.0,0.0
1691,introduction,4,0.0,0.0
1692,sudden,5,0.0,0.5
1693,intimation,1,0.0,0.0
1694,content,3,0.0,0.0
1695,alone—he,1,0.0,0.0
1696,stretched,6,-0.05,0.0
1697,dark,25,-0.15,0.4
1698,far,18,0.1,1.0
1699,sworn,2,0.0,0.0
1700,trembling,10,0.0,0.0
1701,Involuntarily,1,0.0,0.0
1702,seaward—and,1,0.0,0.0
1703,green,15,-0.2,0.3
1704,dock,3,0.0,0.0
1705,unquiet,1,0.0,0.0
1706,darkness,8,0.0,0.0
1707,About,11,0.0,0.0
1708,halfway,3,0.0,0.0
1709,hastily,5,0.0,0.0
1710,joins,1,0.0,0.0
1711,railroad,4,0.0,0.0
1712,runs,2,0.0,0.0
1713,shrink,1,0.0,0.0
